Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,2,Poor Voice Quality,25.4666619,85.2033196,Bihar
Idea,Indoor,4G,4,Satisfactory,10.9094313,78.6978979,Tamil Nadu
Idea,Travelling,4G,4,Satisfactory,10.81362897,78.64325625,Tamil Nadu
Idea,Outdoor,4G,5,Satisfactory,10.90759347,78.69758117,Tamil Nadu
Idea,Indoor,4G,5,Satisfactory,10.90759347,78.69758117,Tamil Nadu
Idea,Outdoor,4G,2,Poor Voice Quality,10.90759347,78.69758117,Tamil Nadu
Idea,Indoor,4G,4,Satisfactory,22.28597911,73.24388215,Gujarat
Idea,Travelling,4G,4,Satisfactory,23.00331114,72.5179072,Gujarat
Vodafone,Travelling,4G,3,Satisfactory,23.0358201,72.5151252,Gujarat
Airtel,Travelling,4G,1,Poor Voice Quality,19.114091,73.0127785,Maharashtra
Idea,Indoor,4G,4,Satisfactory,22.28597911,73.24388215,Gujarat
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
Airtel,Outdoor,3G,4,Satisfactory,18.1014,75.42844,Maharashtra
RJio,Indoor,4G,5,Satisfactory,15.39489612,77.22606573,Andhra Pradesh
Airtel,Travelling,3G,2,Poor Voice Quality,27.8737776,78.0868763,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,15.39736277,77.22374261,Andhra Pradesh
RJio,Outdoor,4G,5,Satisfactory,17.394827,78.608635,Telangana
RJio,Outdoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.515154,73.847236,Maharashtra
RJio,Travelling,4G,5,Satisfactory,22.555342,88.36288,West Bengal
RJio,Travelling,4G,5,Satisfactory,22.555437,88.36309,West Bengal
RJio,Travelling,4G,5,Satisfactory,22.485367,88.368805,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.485172,88.37229,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.485106,88.37232,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.485418,88.37223,West Bengal
RJio,Outdoor,4G,5,Satisfactory,8.5082992,76.95408064,Kerala
RJio,Indoor,4G,5,Satisfactory,10.6818566,76.6916199,Kerala
RJio,Travelling,4G,4,Satisfactory,23.00331114,72.5179072,Gujarat
RJio,Indoor,4G,4,Satisfactory,26.19525118,78.15969814,Madhya Pradesh
Vodafone,Indoor,4G,1,Call Dropped,28.63151653,77.27541838,NCT
Airtel,Outdoor,3G,5,Satisfactory,18.556936,73.78218,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.7241911,76.3830816,Maharashtra
RJio,Indoor,4G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,2,Poor Voice Quality,9.775735,76.47020667,Kerala
Idea,Indoor,3G,3,Satisfactory,15.58014197,73.79732137,Goa
Airtel,Travelling,4G,1,Poor Voice Quality,27.87125,75.525085,Rajasthan
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.8749671,81.019181,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,12.7328303,77.27610271,Karnataka
Idea,Indoor,3G,3,Satisfactory,15.58014197,73.79732137,Goa
RJio,Outdoor,4G,3,Satisfactory,23.0447881,72.5296336,Gujarat
RJio,Outdoor,4G,4,Satisfactory,23.0512072,72.5741699,Gujarat
Idea,Outdoor,4G,4,Satisfactory,10.9094313,78.6978979,Tamil Nadu
Idea,Indoor,3G,2,Poor Voice Quality,12.0466802,75.5239893,Kerala
RJio,Travelling,4G,5,Satisfactory,12.449214,75.8477,Karnataka
RJio,Travelling,4G,4,Satisfactory,20.0144305,73.7503434,Maharashtra
RJio,Travelling,4G,4,Satisfactory,20.00946128,73.76649707,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.47408255,88.39316945,West Bengal
Vodafone,Outdoor,3G,3,Poor Voice Quality,26.68706528,88.38575358,West Bengal
RJio,Indoor,4G,5,Satisfactory,23.12201438,78.68856202,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,22.5191198,88.3456013,West Bengal
RJio,Outdoor,4G,5,Satisfactory,29.0919974,76.1987845,Haryana
RJio,Outdoor,4G,4,Satisfactory,19.0309353,72.8617019,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.5191198,88.3456031,West Bengal
Airtel,Travelling,4G,3,Satisfactory,23.211227,72.629616,Gujarat
Idea,Outdoor,4G,1,Poor Voice Quality,23.23735354,77.43540914,Madhya Pradesh
Idea,Travelling,4G,1,Poor Voice Quality,23.24687788,77.39428747,Madhya Pradesh
Airtel,Outdoor,4G,1,Poor Voice Quality,25.19317317,86.88948513,Bihar
Airtel,Outdoor,4G,2,Poor Voice Quality,28.46410013,77.02617674,Haryana
Airtel,Outdoor,4G,3,Poor Voice Quality,28.46426017,77.0262823,Haryana
Airtel,Outdoor,3G,1,Poor Voice Quality,25.19313728,86.88938575,Bihar
Vodafone,Indoor,4G,3,Satisfactory,20.38254685,72.90155327,Gujarat
Vodafone,Indoor,4G,3,Satisfactory,20.38254685,72.90155327,Gujarat
RJio,Indoor,4G,4,Satisfactory,28.63151653,77.27541838,NCT
Vodafone,Indoor,4G,3,Satisfactory,20.38254685,72.90155327,Gujarat
RJio,Indoor,4G,5,Satisfactory,18.7241911,76.3830816,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,10.9459973,78.0582391,Tamil Nadu
Vodafone,Outdoor,3G,4,Satisfactory,25.451544,81.87208,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,10.6818566,76.6916199,Kerala
Vodafone,Outdoor,4G,4,Satisfactory,23.092901,70.18178,Gujarat
Vodafone,Outdoor,4G,4,Satisfactory,23.064827,70.13378,Gujarat
RJio,Outdoor,4G,5,Satisfactory,8.5082992,76.95408064,Kerala
RJio,Indoor,4G,2,Call Dropped,18.99616915,75.74723082,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,8.4781809,76.9716582,Kerala
RJio,Indoor,4G,3,Satisfactory,18.99616915,75.74723082,Maharashtra
Vodafone,Indoor,4G,3,Satisfactory,20.38254685,72.90155327,Gujarat
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,29.70728675,73.62564721,Rajasthan
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,23.11127,72.58434833,Gujarat
RJio,Travelling,4G,5,Satisfactory,23.10928333,72.59059833,Gujarat
RJio,Travelling,4G,5,Satisfactory,23.10928333,72.59059833,Gujarat
RJio,Outdoor,4G,5,Satisfactory,23.06691333,72.58263167,Gujarat
BSNL,Indoor,2G,4,Satisfactory,8.478207216,76.97159744,Kerala
Vodafone,Indoor,4G,4,Satisfactory,28.567385,77.19081333,NCT
BSNL,Outdoor,3G,5,Satisfactory,21.06197,85.13732,Odisha
BSNL,Travelling,3G,5,Satisfactory,21.079021,85.129684,Odisha
Airtel,Outdoor,4G,4,Satisfactory,27.899666,78.063896,Uttar Pradesh
Vodafone,Indoor,3G,1,Poor Voice Quality,19.1818744,72.9909606,Maharashtra
RJio,Indoor,4G,4,Satisfactory,26.8684432,80.9762283,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,26.8523513,80.9482955,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,17.52599895,78.50003849,Telangana
BSNL,Indoor,3G,5,Satisfactory,19.98448607,73.76743287,Maharashtra
RJio,Indoor,4G,5,Satisfactory,23.12201438,78.68856202,Madhya Pradesh
Airtel,Indoor,4G,4,Satisfactory,19.04554674,72.91397026,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.2728187,77.3828927,Madhya Pradesh
Airtel,Indoor,3G,5,Satisfactory,23.1893305,72.62032371,Gujarat
Airtel,Indoor,4G,5,Satisfactory,23.18942056,72.62057165,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,23.0358134,72.5151283,Gujarat
RJio,Indoor,4G,5,Satisfactory,15.39731682,77.22377683,Andhra Pradesh
Idea,Indoor,3G,4,Satisfactory,15.89966584,73.82868966,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.60464439,73.87558403,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
Idea,Indoor,4G,5,Satisfactory,19.9889142,72.7352407,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97105131,72.83773266,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97086824,72.83809891,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.9711543,72.8377338,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97105131,72.83773266,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.97105131,72.83773266,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.029204,72.861819,Maharashtra
RJio,Indoor,4G,5,Satisfactory,15.39731682,77.22377683,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,15.39731682,77.22377683,Andhra Pradesh
Vodafone,Outdoor,4G,5,Satisfactory,28.627709,77.43540584,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,23.067065,72.58256,Gujarat
Vodafone,Travelling,4G,4,Satisfactory,18.6284954,73.7849709,Maharashtra
BSNL,Outdoor,3G,4,Satisfactory,17.352512,76.81983,Karnataka
BSNL,Indoor,3G,5,Satisfactory,19.87846438,74.47877013,Maharashtra
Idea,Indoor,3G,4,Satisfactory,15.89966584,73.82868966,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,28.6421233,77.4169629,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,28.64218181,77.41691536,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,29.86814468,77.87927885,Uttarakhand
RJio,Outdoor,4G,3,Poor Voice Quality,26.64464934,82.33387436,Uttar Pradesh
Idea,Indoor,3G,5,Satisfactory,21.1128123,79.0690498,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11315998,79.06902566,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11273398,79.0690502,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11273398,79.0690502,Maharashtra
Idea,Indoor,4G,5,Satisfactory,21.11282356,79.06915453,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11280766,79.06909761,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.1128123,79.0690498,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11315998,79.06902566,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11273398,79.0690502,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11273398,79.0690502,Maharashtra
Idea,Indoor,4G,5,Satisfactory,21.11282356,79.06915453,Maharashtra
Idea,Indoor,3G,5,Satisfactory,21.11280766,79.06909761,Maharashtra
Airtel,Travelling,4G,1,Poor Voice Quality,28.55142662,77.25054478,Uttar Pradesh
Airtel,Outdoor,4G,1,Call Dropped,28.52805357,77.18973444,NCT
Airtel,Indoor,3G,1,Call Dropped,28.48771881,77.19245672,Haryana
RJio,Indoor,4G,1,Call Dropped,8.478207216,76.97159744,Kerala
RJio,Indoor,4G,4,Satisfactory,8.478207216,76.97159744,Kerala
RJio,Outdoor,4G,4,Satisfactory,19.0284912,72.8624404,Maharashtra
RJio,Indoor,4G,5,Satisfactory,26.4008447,87.2646867,Bihar
RJio,Outdoor,4G,5,Satisfactory,18.998001,72.83076,Maharashtra
RJio,Travelling,4G,5,Satisfactory,23.067065,72.58256,Gujarat
Idea,Indoor,3G,2,Poor Voice Quality,12.04665916,75.52371997,Kerala
RJio,Indoor,4G,5,Satisfactory,22.35618497,82.70836233,Chhattisgarh
RJio,Outdoor,4G,4,Satisfactory,26.75634392,94.19506671,Assam
RJio,Indoor,4G,4,Satisfactory,22.3627002,82.7123316,Chhattisgarh
RJio,Outdoor,4G,4,Satisfactory,18.83124972,74.82923467,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,26.75634392,94.19506671,Assam
BSNL,Indoor,3G,4,Satisfactory,12.9347744,77.543349,Karnataka
RJio,Outdoor,4G,1,Poor Voice Quality,26.75634392,94.19506671,Assam
RJio,Outdoor,4G,3,Satisfactory,18.998001,72.83076,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,22.7109676,87.61638564,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.77851308,82.15184877,Uttar Pradesh
Idea,Indoor,4G,4,Satisfactory,12.78470959,79.67216089,Tamil Nadu
Vodafone,Indoor,3G,4,Satisfactory,18.9402273,72.835299,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,23.067065,72.58256,Gujarat
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.3627002,82.7123316,Chhattisgarh
RJio,Outdoor,4G,5,Satisfactory,28.009098,73.30578,Rajasthan
BSNL,Travelling,3G,5,Satisfactory,17.66409833,75.92273461,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,28.009098,73.30578,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,28.67563957,77.21216019,NCT
RJio,Indoor,4G,5,Satisfactory,18.7241911,76.3830816,Maharashtra
BSNL,Outdoor,3G,5,Satisfactory,17.66409833,75.92273461,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.71879074,77.01005123,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.71879074,77.01005123,Maharashtra
Vodafone,Travelling,4G,1,Call Dropped,22.4929412,88.398421,West Bengal
Vodafone,Travelling,3G,4,Satisfactory,23.0508289,72.5414306,Gujarat
Vodafone,Outdoor,3G,4,Satisfactory,19.175787,72.961006,Maharashtra
RJio,Travelling,4G,3,Satisfactory,19.45285027,73.32838936,Maharashtra
RJio,Outdoor,4G,3,Satisfactory,16.50935676,80.66567666,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,13.02715705,77.66172591,Karnataka
